CustomerID,customer_type
15811,wholesaler
13327,wholesaler
18225,wholesaler
15211,private
15596,private
16163,private
16907,private
17576,wholesaler
14713,wholesaler
14702,wholesaler
13230,wholesaler
13969,wholesaler
17530,wholesaler
15805,wholesaler
12471,wholesaler
17696,wholesaler
17076,private
17827,wholesaler
16265,wholesaler
17880,private
13000,private
16499,private
17790,private
12731,wholesaler
14419,private
14082,private
17912,private
15723,private
16656,wholesaler
14037,private
14256,private
14543,private
16062,private
18116,private
16019,wholesaler
18178,private
18065,wholesaler
14952,wholesaler
13148,wholesaler
12989,wholesaler
14107,wholesaler
15881,private
12785,private
16727,private
15514,wholesaler
13787,private
17865,wholesaler
17220,wholesaler
16565,private
16873,wholesaler
14062,wholesaler
18016,wholesaler
14448,private
15503,private
17251,private
16923,wholesaler
14159,wholesaler
14577,private
17126,private
12753,wholesaler
17236,private
17372,private
16367,private
12875,wholesaler
17917,private
16010,private
17085,private
15224,private
13668,wholesaler
14684,private
17188,wholesaler
15547,wholesaler
15998,wholesaler
14413,private
18004,private
13959,private
16665,private
15454,private
15044,wholesaler
17937,wholesaler
14608,private
17618,private
14505,wholesaler
18037,private
13198,wholesaler
12540,wholesaler
13225,wholesaler
15361,private
15689,private
14290,private
13209,wholesaler
13999,wholesaler
14498,wholesaler
15854,private
16701,wholesaler
16927,private
17990,private
14544,wholesaler
17338,wholesaler
17799,wholesaler
14565,wholesaler
16726,private
17303,private
14639,wholesaler
17611,wholesaler
17231,wholesaler
17179,private
17524,private
12476,wholesaler
17293,wholesaler
17890,private
17375,private
17371,private
17969,private
14625,private
15159,wholesaler
13211,private
15777,private
14525,wholesaler
13324,wholesaler
13948,private
16202,private
16442,private
18075,wholesaler
14524,private
14961,wholesaler
17041,private
16458,wholesaler
16083,private
17194,private
14057,wholesaler
14871,private
13178,wholesaler
18044,wholesaler
16812,private
16191,wholesaler
12370,wholesaler
14298,wholesaler
17158,private
16899,private
16531,private
17404,wholesaler
14415,wholesaler
16556,wholesaler
16805,private
16503,private
16553,wholesaler
17739,private
13238,private
12829,private
13097,wholesaler
15392,wholesaler
13846,private
12867,wholesaler
14401,wholesaler
16145,wholesaler
17629,wholesaler
14150,private
13496,private
13611,private
16954,wholesaler
17454,private
17449,wholesaler
13295,private
17230,wholesaler
15384,private
15950,private
15512,private
17525,private
13458,wholesaler
16003,wholesaler
13092,private
13426,wholesaler
15101,private
17033,private
13221,private
14201,private
17692,private
15822,private
16134,private
17551,private
18050,private
14913,wholesaler
15641,wholesaler
13124,wholesaler
17214,private
15456,private
15062,private
12928,wholesaler
15727,wholesaler
17980,private
15290,wholesaler
17752,private
15615,wholesaler
12577,private
17189,private
17496,private
16607,wholesaler
13317,wholesaler
13890,private
17001,wholesaler
15246,private
15482,wholesaler
13021,wholesaler
16037,private
14841,wholesaler
16670,wholesaler
16985,wholesaler
16705,wholesaler
14414,wholesaler
15563,wholesaler
12980,private
16746,wholesaler
16470,private
14878,private
16743,wholesaler
17146,private
12877,wholesaler
15394,private
14621,private
15379,wholesaler
14309,wholesaler
17288,wholesaler
14709,wholesaler
15157,wholesaler
17744,wholesaler
16316,wholesaler
15620,private
15789,private
16560,private
13534,wholesaler
17580,private
15759,private
14373,private
18176,private
14092,wholesaler
15366,private
14735,wholesaler
16271,wholesaler
18223,wholesaler
15532,private
16816,private
16684,wholesaler
14334,wholesaler
16945,wholesaler
14643,private
15197,private
14220,private
13874,private
18260,wholesaler
17848,private
17392,private
12348,wholesaler
14985,private
13004,wholesaler
14560,wholesaler
12931,wholesaler
13627,wholesaler
12551,private
12782,wholesaler
14769,wholesaler
15780,private
12417,wholesaler
17315,wholesaler
16711,private
12726,wholesaler
15204,private
17888,private
17007,private
15160,private
14016,wholesaler
13033,private
12691,private
13869,wholesaler
14146,wholesaler
12705,wholesaler
16885,private
17913,private
12668,wholesaler
14472,wholesaler
17358,private
16686,wholesaler
18245,wholesaler
17343,private
16153,wholesaler
12377,private
14646,wholesaler
12944,private
15279,private
14099,wholesaler
12721,wholesaler
13104,private
14113,private
13027,wholesaler
15312,private
17621,private
17090,private
15527,private
18097,wholesaler
15460,private
15034,wholesaler
12423,wholesaler
12678,wholesaler
15208,private
16996,private
17306,wholesaler
14737,private
13029,private
16270,private
13487,private
12515,private
17400,wholesaler
17593,wholesaler
13953,wholesaler
14533,wholesaler
12734,private
14532,private
12383,wholesaler
15562,private
15587,private
13922,private
13817,private
12585,wholesaler
13165,wholesaler
13304,private
13313,private
16875,wholesaler
16282,private
12957,wholesaler
14462,private
13397,private
13680,wholesaler
12483,wholesaler
15164,private
17457,private
14732,wholesaler
14221,wholesaler
14553,private
13253,wholesaler
15841,private
16112,private
13629,wholesaler
16600,wholesaler
15661,private
16532,wholesaler
15266,private
14653,private
16771,wholesaler
17585,wholesaler
15046,wholesaler
13082,wholesaler
15464,private
18226,wholesaler
18062,private
12415,wholesaler
17368,wholesaler
14618,private
14258,wholesaler
15719,wholesaler
13368,private
17634,private
16676,private
18283,wholesaler
12735,private
13764,private
13656,private
12413,private
14312,wholesaler
13280,private
15845,wholesaler
13187,private
16567,private
14828,wholesaler
12530,private
16551,private
16889,private
16473,private
13750,private
12501,wholesaler
15607,private
15139,private
12489,private
17707,private
18198,wholesaler
12484,wholesaler
18179,wholesaler
17284,wholesaler
13233,wholesaler
14889,private
12480,wholesaler
14672,private
13593,private
14867,private
13162,wholesaler
13183,wholesaler
17095,private
12939,wholesaler
15611,private
17114,private
15059,private
16326,private
17128,private
14761,private
17555,private
12651,private
16735,wholesaler
16833,private
17800,private
16748,private
14755,wholesaler
16549,wholesaler
13565,private
15799,private
18032,private
13451,wholesaler
14794,private
12539,wholesaler
16350,private
12500,wholesaler
18171,private
12524,wholesaler
17811,wholesaler
16850,private
14321,wholesaler
15326,private
17849,private
14229,private
13107,wholesaler
16497,wholesaler
16303,wholesaler
15281,wholesaler
12736,private
13473,private
14320,private
12393,private
17742,private
16351,private
12601,private
13144,private
15346,private
15370,private
12643,wholesaler
16034,private
17365,wholesaler
15189,wholesaler
14669,private
18095,private
15749,wholesaler
15518,wholesaler
14209,private
16042,private
15569,private
12728,private
13672,private
17569,private
13784,wholesaler
12724,private
13862,wholesaler
16791,private
16235,private
14270,private
12523,private
16655,wholesaler
16359,wholesaler
16554,private
12359,wholesaler
15939,wholesaler
14587,private
14715,private
14185,private
12437,wholesaler
14040,wholesaler
12652,private
14514,private
15171,private
14167,private
17389,wholesaler
17048,private
17364,wholesaler
13284,private
16500,private
12951,private
15835,private
18190,private
13993,private
14114,private
15447,private
16315,private
14978,private
16395,wholesaler
15510,private
13614,private
13246,wholesaler
15687,wholesaler
12578,wholesaler
16493,wholesaler
12490,wholesaler
12672,private
13385,private
12474,wholesaler
15626,private
12553,wholesaler
15213,private
14175,wholesaler
18106,private
15033,wholesaler
14329,wholesaler
16401,wholesaler
16206,private
13782,private
12924,private
16593,private
15535,private
13700,wholesaler
13064,private
13048,wholesaler
13634,private
18069,wholesaler
16843,wholesaler
17064,private
17609,private
15673,wholesaler
12626,wholesaler
14976,private
12388,wholesaler
13527,wholesaler
15696,wholesaler
15316,private
12673,private
15296,wholesaler
17988,private
12820,private
13001,wholesaler
14101,wholesaler
14238,private
17730,wholesaler
13929,private
14657,private
13859,private
18212,private
18233,private
17018,private
14242,private
12356,wholesaler
12346,wholesaler
13898,private
16948,wholesaler
16997,private
12527,private
15395,private
12510,private
13263,wholesaler
14428,private
12665,private
12451,wholesaler
12422,private
17708,private
14090,private
15606,private
13310,private
15831,wholesaler
14916,wholesaler
17602,wholesaler
14572,wholesaler
13502,private
14784,private
15938,private
12637,wholesaler
17418,private
14779,private
16321,private
15262,private
17862,private
12402,private
17771,private
15422,private
13008,private
14770,private
16912,wholesaler
15174,private
12594,wholesaler
17504,wholesaler
16387,private
12664,wholesaler
16618,wholesaler
17277,private
14088,wholesaler
17094,private
14692,private
12970,private
17889,private
17714,private
12916,wholesaler
17769,wholesaler
14450,private
16085,private
13659,private
15167,private
15443,wholesaler
14224,private
13742,wholesaler
17673,wholesaler
12727,wholesaler
14068,private
13068,private
14368,private
15497,private
12559,private
13819,wholesaler
14501,private
14782,private
17861,wholesaler
14439,private
18161,private
15820,private
18136,private
16660,private
12693,private
12625,wholesaler
13396,private
15179,wholesaler
12935,wholesaler
16730,private
14541,private
13551,private
12421,private
15797,private
15052,private
14130,private
15222,private
13615,private
13901,wholesaler
13158,private
14257,wholesaler
15218,wholesaler
15110,private
15967,private
16757,private
13815,wholesaler
18008,wholesaler
14534,wholesaler
13703,private
15339,private
12744,wholesaler
12854,private
16222,private
14341,wholesaler
13168,private
16943,private
17515,private
17082,wholesaler
14248,private
12609,private
13002,private
16133,wholesaler
13049,private
14548,private
13405,private
16043,private
14049,wholesaler
15812,private
13837,private
17118,private
14616,private
14233,private
17075,private
16714,private
13098,wholesaler
17027,private
12591,private
17786,private
16124,private
16409,wholesaler
13754,private
15227,private
12997,private
16918,private
16882,private
14442,private
16496,wholesaler
12764,private
17311,wholesaler
15910,wholesaler
16949,private
14970,private
14701,private
12645,wholesaler
12468,private
16767,wholesaler
14738,private
17540,private
14239,private
18125,private
13328,private
15549,private
15864,wholesaler
14662,private
17180,private
15057,private
12574,private
13330,private
13552,wholesaler
12853,private
13538,private
16755,wholesaler
14133,private
16523,wholesaler
14659,wholesaler
13141,wholesaler
15365,wholesaler
13707,private
13709,wholesaler
17329,private
14805,private
16897,private
15579,private
14595,private
13161,private
15415,private
17431,private
17463,wholesaler
14502,wholesaler
12528,private
17239,private
14426,wholesaler
15448,private
17314,wholesaler
17373,private
18145,wholesaler
14467,private
12908,wholesaler
15144,wholesaler
14776,wholesaler
16403,private
16407,wholesaler
17619,private
12778,private
17256,private
17604,private
14006,private
13600,private
15058,wholesaler
15240,wholesaler
17147,private
13881,wholesaler
16570,wholesaler
16612,private
17356,private
12836,wholesaler
14850,private
13939,private
16745,wholesaler
13606,private
13494,private
13802,wholesaler
12929,private
16419,private
17035,private
15203,wholesaler
16515,private
12373,private
18202,private
12775,private
14549,private
15981,wholesaler
16110,private
17376,private
13110,private
16716,private
12676,private
15940,private
15971,wholesaler
14665,private
14457,private
15589,private
14411,private
17560,private
15226,private
14460,private
16156,wholesaler
13728,private
14127,private
16378,private
13894,private
13824,private
18250,private
15270,wholesaler
14188,wholesaler
18017,private
15421,private
17446,private
12414,private
14798,private
12990,private
12350,private
17337,wholesaler
16405,private
17071,wholesaler
13873,private
17362,private
13394,wholesaler
12502,private
16333,wholesaler
16030,private
14044,private
13800,private
17672,wholesaler
12464,private
13581,private
14540,private
13539,private
15885,private
14497,private
17507,private
13208,private
17334,private
13871,wholesaler
16938,wholesaler
12754,wholesaler
12410,private
17929,private
14778,private
17517,private
17226,private
13137,wholesaler
13725,private
13309,wholesaler
12842,private
16109,private
17291,private
15090,private
15199,private
13911,wholesaler
14194,wholesaler
14842,wholesaler
13584,private
17105,private
14438,private
12956,private
15781,private
14410,private
14600,private
17302,private
17613,wholesaler
13334,wholesaler
13955,private
17162,wholesaler
17774,private
13809,private
15407,private
15577,private
16332,private
14048,private
14475,private
17859,private
12576,private
15753,private
12599,private
14562,wholesaler
16951,wholesaler
16998,private
13133,private
17881,private
15843,private
17083,private
15970,private
13590,wholesaler
17537,private
12401,private
12462,private
17843,private
13706,private
17940,wholesaler
17686,wholesaler
14431,private
15809,private
12561,private
14465,private
18093,wholesaler
16027,wholesaler
12857,private
18230,wholesaler
16425,private
16842,private
15796,private
14555,private
15114,wholesaler
15133,private
17705,private
12897,private
17512,wholesaler
12477,wholesaler
15550,private
18159,private
13875,wholesaler
15406,private
17282,wholesaler
16434,private
17050,wholesaler
13171,private
17472,private
17255,private
16084,private
17667,wholesaler
12507,private
14631,private
13381,wholesaler
15236,private
13475,wholesaler
17829,private
13717,wholesaler
13157,wholesaler
14644,private
12993,private
17571,private
16979,private
16738,private
15122,private
17612,wholesaler
17348,wholesaler
13893,private
14035,private
13623,private
14346,private
16431,private
12616,private
16317,private
14935,private
16073,private
14477,private
14760,private
14897,private
15810,private
16509,private
14386,private
12455,wholesaler
14530,wholesaler
15670,private
12653,private
16126,wholesaler
14609,wholesaler
13414,wholesaler
12823,private
12352,private
12372,private
14944,wholesaler
16494,private
14959,private
16148,private
17422,wholesaler
17175,private
18257,wholesaler
12362,wholesaler
13018,wholesaler
13718,private
15382,wholesaler
14754,private
13151,private
12654,private
13085,private
15903,wholesaler
15785,wholesaler
18138,private
14379,private
14211,wholesaler
14371,private
13425,wholesaler
12852,private
15228,wholesaler
13012,private
16182,wholesaler
13489,private
12714,wholesaler
13904,private
15755,wholesaler
13932,private
13799,private
13951,private
16765,private
16566,private
12891,private
16466,private
16115,wholesaler
14162,private
13301,private
14803,private
13744,wholesaler
12988,private
17323,private
12707,private
18094,wholesaler
15129,wholesaler
17361,private
18155,private
15321,wholesaler
13477,wholesaler
15065,wholesaler
16980,private
15146,wholesaler
12365,private
13410,private
13044,private
16441,private
16014,private
14520,private
18087,wholesaler
17994,private
13038,private
17002,private
15722,wholesaler
16349,private
16913,private
17442,wholesaler
14895,wholesaler
18114,private
15303,private
12845,private
18188,wholesaler
16045,private
16573,private
13421,wholesaler
18196,private
13285,wholesaler
13184,wholesaler
18151,private
13804,wholesaler
17499,private
15397,private
14276,private
13453,private
18172,wholesaler
16394,wholesaler
17711,private
13865,private
16940,wholesaler
14289,private
16208,private
17063,private
13149,wholesaler
18068,private
15932,wholesaler
16692,private
17171,private
18231,private
14004,wholesaler
17139,wholesaler
14513,private
15974,wholesaler
17830,private
12565,private
12582,private
14231,private
17867,private
14880,private
13118,private
15121,private
17117,private
12945,private
18056,private
16072,private
16838,private
15543,private
13751,private
15847,private
13851,wholesaler
13501,private
12633,wholesaler
13345,private
13870,wholesaler
17034,private
16592,wholesaler
15712,private
13362,wholesaler
14470,private
17388,wholesaler
16841,wholesaler
13753,private
13666,private
12361,private
14481,private
13792,private
17663,private
13973,private
15990,private
13493,private
13684,private
13261,private
16598,private
14147,private
15951,private
13971,wholesaler
17516,private
13630,wholesaler
14157,private
13636,private
13610,private
14745,wholesaler
12781,private
14036,private
16057,private
16992,private
15724,private
12458,private
12598,wholesaler
13675,private
14227,wholesaler
16668,private
16667,private
13509,wholesaler
15874,wholesaler
16187,wholesaler
16339,private
12509,private
14046,private
13292,private
16427,private
14056,wholesaler
15656,private
12811,private
16518,private
17165,private
17462,private
14620,private
14740,private
16462,private
12428,wholesaler
16078,private
16915,private
15676,wholesaler
15709,private
15241,wholesaler
12933,private
15092,private
12679,private
15319,private
16212,private
15257,private
14656,private
13884,private
12866,private
14676,wholesaler
13166,private
16389,wholesaler
14292,wholesaler
15416,wholesaler
15733,private
16678,wholesaler
12834,private
13722,wholesaler
14934,wholesaler
15067,private
16128,private
17770,private
15622,wholesaler
14473,private
15104,private
15643,private
16792,private
15031,private
15636,private
12873,private
17923,private
16217,private
17738,wholesaler
17426,wholesaler
16957,private
16571,wholesaler
14483,private
15087,private
16709,private
17856,private
15053,private
18218,private
16159,private
17995,private
17374,private
17789,private
17416,wholesaler
17652,wholesaler
13476,private
12817,private
17700,wholesaler
15393,private
13014,private
17508,private
13931,private
12541,private
13382,private
15220,wholesaler
14570,private
14447,private
13557,private
16449,private
12547,private
17325,private
14995,private
16414,private
15681,private
14670,private
15675,private
12584,private
17535,private
15400,private
14903,wholesaler
14499,private
18211,private
14504,private
15572,wholesaler
17107,wholesaler
14247,private
15554,private
14915,private
16136,private
18280,private
12614,private
13344,private
16621,private
16225,private
14214,private
14012,private
16356,private
17654,private
15026,private
16517,private
14817,private
17092,wholesaler
16242,wholesaler
15869,private
17817,private
15834,private
15234,private
15764,wholesaler
15806,private
15819,wholesaler
14586,private
15944,private
13340,wholesaler
16917,private
14407,wholesaler
13908,wholesaler
12758,wholesaler
13975,wholesaler
14730,wholesaler
12623,private
14367,wholesaler
13373,wholesaler
16712,wholesaler
17639,private
16426,wholesaler
16495,private
14336,wholesaler
14507,private
12759,private
17049,wholesaler
15206,private
14013,private
14645,private
15071,private
14112,wholesaler
13026,wholesaler
12881,private
17864,private
14936,wholesaler
17138,private
16572,private
14165,private
15367,wholesaler
14291,wholesaler
15632,wholesaler
14297,private
13899,private
16471,private
18183,private
14603,private
18173,wholesaler
14854,wholesaler
16625,private
14064,wholesaler
15308,private
18086,private
14350,private
14930,wholesaler
16080,private
14727,private
16778,private
14077,private
16808,private
16475,private
13265,wholesaler
12520,wholesaler
15049,private
18149,private
13654,wholesaler
16652,wholesaler
16766,private
16801,private
17164,wholesaler
13226,private
13043,private
14352,private
17351,private
16768,private
16693,private
13956,private
13708,private
15918,private
15671,wholesaler
14962,private
16807,private
15125,wholesaler
16871,wholesaler
12901,wholesaler
13452,private
15493,private
16005,private
15388,private
16804,private
13499,wholesaler
15047,private
14193,private
17542,private
15181,private
17080,private
16392,private
15106,wholesaler
16214,private
13716,private
15150,wholesaler
14226,wholesaler
13121,private
16297,private
12994,private
16152,private
14636,private
16040,private
15793,private
13358,private
12849,private
15182,private
13299,private
16383,private
15381,private
12597,wholesaler
15030,private
12435,wholesaler
12955,wholesaler
18189,private
13946,private
17716,wholesaler
13185,private
14840,private
13216,private
13650,private
13533,private
13268,wholesaler
15433,private
12937,wholesaler
16216,private
16377,wholesaler
16976,private
12514,private
18210,wholesaler
13631,private
14422,wholesaler
15648,private
17725,wholesaler
15861,wholesaler
13072,private
15695,private
14110,wholesaler
14059,private
16672,wholesaler
16511,private
16256,private
13591,private
14066,private
15483,private
16626,wholesaler
15019,private
18270,private
14315,wholesaler
17921,private
14041,private
17060,private
16023,private
17133,wholesaler
12878,private
14155,private
17043,private
13046,private
14633,private
12948,wholesaler
15703,private
14071,private
17134,private
17795,private
12902,private
16444,private
14232,wholesaler
14693,private
12407,wholesaler
16728,private
16096,private
13985,wholesaler
13592,private
15140,wholesaler
12843,private
14408,wholesaler
15408,private
15445,private
14205,private
15452,private
14223,private
16619,private
14762,private
13934,private
15669,private
16384,private
18224,private
14245,private
17678,private
15855,private
17204,private
16036,private
17763,private
13262,private
17152,private
14632,private
13900,private
14875,private
15132,private
17272,wholesaler
16135,private
12831,private
15437,private
14711,private
14377,private
16374,private
13196,wholesaler
16809,private
15457,private
12613,wholesaler
16721,private
12399,wholesaler
17733,private
17102,private
15410,wholesaler
13239,private
15449,private
14870,private
13821,private
17096,private
12604,private
12818,private
18191,private
14461,private
13132,private
16859,private
15245,wholesaler
17411,private
17486,private
16308,wholesaler
12564,private
14607,wholesaler
13249,private
15644,private
14075,private
17250,private
17966,wholesaler
14129,private
15651,private
13035,private
17644,wholesaler
13341,private
13512,private
16620,private
17698,private
14267,private
13736,private
12434,private
16022,private
14235,wholesaler
16769,private
17754,wholesaler
12408,wholesaler
16063,private
15178,private
14348,private
15815,wholesaler
13695,wholesaler
17979,private
13139,wholesaler
12545,private
14758,private
14536,private
13662,private
17946,private
13743,wholesaler
18078,private
16780,private
18273,private
15045,private
17625,wholesaler
13357,private
16777,private
14476,private
13481,wholesaler
16245,wholesaler
13266,wholesaler
12669,wholesaler
12792,private
17765,private
15083,private
18010,private
15249,wholesaler
13760,private
15624,private
17749,private
15068,private
14538,private
14851,private
14021,private
13037,private
18177,private
14128,private
17874,private
17719,wholesaler
14441,private
17931,private
13803,private
17398,private
15906,private
16253,wholesaler
13439,private
12888,private
13588,wholesaler
12456,wholesaler
15521,wholesaler
13720,private
15674,wholesaler
17594,private
17775,private
13988,wholesaler
16657,wholesaler
15424,private
13316,wholesaler
16788,private
16584,private
15364,private
18108,private
14272,private
15980,wholesaler
15832,private
16092,private
15528,private
16398,private
17088,private
17438,private
13060,private
14790,private
14890,private
16386,private
14818,private
13571,wholesaler
12909,wholesaler
12619,wholesaler
16698,private
16681,wholesaler
13573,private
13883,wholesaler
14957,private
13918,wholesaler
17212,private
17781,private
14886,private
13626,private
16609,wholesaler
16180,wholesaler
13462,private
18263,wholesaler
16960,private
13841,private
17701,private
12949,wholesaler
14852,wholesaler
12569,wholesaler
13169,private
16162,private
15691,private
14195,private
13781,private
17758,wholesaler
14023,private
