product_id,item,category,price
1908,large heart measuring spoons,Kitchen & Dining,1.65
3378,small heart measuring spoons,Kitchen & Dining,0.85
1793,jam jar with pink lid,Kitchen & Dining,0.72
1792,jam jar with green lid,Kitchen & Dining,0.72
2966,rose cottage keepsake box,Stationery & Craft,8.5
1626,hanging heart zinc t-light holder,Home Decor,0.64
2413,paper chain kit vintage christmas,Seasonal,2.55
1002,disco ball christmas decoration,Seasonal,0.1
3393,small popcorn holder,Home Decor,0.72
1916,large popcorn holder,Home Decor,1.45
3226,set/20 red retrospot paper napkins,Kitchen & Dining,0.64
3271,set/6 red spotty paper cups,Kitchen & Dining,0.65
2687,polkadot rain hat,Apparel & Accessories,0.32
976,deluxe sewing kit,Toys & Games,4.95
2914,retrospot heart hot water bottle,"Health, Beauty & Personal Care",4.25
1182,english rose hot water bottle,"Health, Beauty & Personal Care",3.75
2487,photo cube,Home Decor,1.48
42,3 stripey mice feltcraft,Stationery & Craft,1.95
3195,set of 6 soldier skittles,Toys & Games,3.75
3606,traditional wooden skipping rope,Toys & Games,1.25
3911,wooden box of dominoes,Toys & Games,1.25
2999,rustic  seventeen drawer sideboard,Home Decor,165.0
2445,party cones carnival assorted,Party & Festive,1.25
2442,party cones candy assorted,Party & Festive,1.25
2496,picnic basket wicker small,Garden & Outdoor,5.95
3475,star decoration painted zinc,Party & Festive,0.65
2915,retrospot lamp,Kitchen & Dining,9.95
1209,"fancy font birthday card,",Apparel & Accessories,0.42
1608,hand warmer scotty dog design,"Health, Beauty & Personal Care",1.85
1604,hand warmer owl design,"Health, Beauty & Personal Care",1.85
1607,hand warmer red retrospot,"Health, Beauty & Personal Care",1.85
1009,dog bowl chasing ball design,Kitchen & Dining,3.75
833,clothes pegs retrospot pack 24,Kitchen & Dining,1.25
1598,hand over the chocolate   sign,Home Decor,2.1
3623,travel sewing kit,Toys & Games,1.65
365,black heart card holder,Stationery & Craft,3.95
706,chick grey hot water bottle,"Health, Beauty & Personal Care",3.45
3372,small glass heart trinket pot,Kitchen & Dining,2.1
136,alarm clock bakelike ivory,Home Decor,3.75
137,alarm clock bakelike orange,Home Decor,3.75
1603,hand warmer bird design,"Health, Beauty & Personal Care",2.1
1758,ivory embroidered quilt,Home Decor,35.75
3120,set of 3 black flying ducks,Home Decor,4.65
2334,pack of 12 red retrospot tissues,"Health, Beauty & Personal Care",0.29
2836,red retrospot mug,Kitchen & Dining,2.95
244,babushka lights string of 10,Apparel & Accessories,6.75
1049,doormat fairy cake,Kitchen & Dining,7.95
3493,strawberry ceramic trinket box,Home Decor,1.25
2552,pink doughnut trinket pot,Kitchen & Dining,1.65
3284,silk purse babushka pink,Apparel & Accessories,3.35
1726,hot water bottle i am so poorly,"Health, Beauty & Personal Care",4.65
746,chocolate hot water bottle,"Health, Beauty & Personal Care",4.95
3866,white skull hot water bottle,"Health, Beauty & Personal Care",3.75
3040,scottie dog hot water bottle,"Health, Beauty & Personal Care",4.95
320,bird house hot water bottle,"Health, Beauty & Personal Care",2.55
523,boudoir square tissue box,Stationery & Craft,1.25
3352,skulls square tissue box,Stationery & Craft,1.25
2489,photo frame cornice,Home Decor,2.95
3285,silk purse babushka red,Apparel & Accessories,3.35
2498,picture dominoes,Toys & Games,1.45
3020,s/6 sew on crochet flowers,Home Decor,1.25
3036,scandinavian reds ribbons,Party & Festive,1.25
270,balloons  writing set,Party & Festive,1.65
1937,lavender incense in tin,"Health, Beauty & Personal Care",1.25
3663,tv dinner tray vintage paisley,Kitchen & Dining,4.95
3152,set of 4 english rose placemats,Kitchen & Dining,3.75
3151,set of 4 english rose coasters,Kitchen & Dining,1.25
3633,triple photo frame cornice,Home Decor,9.95
1207,family photo frame cornice,Home Decor,9.95
2151,mirrored disco ball,Party & Festive,5.95
1003,disco ball rotator battery operated,Party & Festive,4.25
3311,silver looking mirror,Home Decor,4.95
1878,ladies & gentlemen metal sign,Home Decor,2.55
2092,metal sign her dinner is served,Home Decor,2.95
1063,doormat topiary,Apparel & Accessories,7.95
281,bathroom metal sign,"Health, Beauty & Personal Care",0.55
1865,kitchen metal sign,Toys & Games,0.55
3588,toilet metal sign,"Health, Beauty & Personal Care",0.55
2095,metal sign take it or leave it,Home Decor,2.95
1741,i'm on holiday metal sign,Home Decor,2.1
1582,grow your own basil in enamel mug,Kitchen & Dining,2.1
3221,set/10 pink polkadot party candles,Party & Festive,1.25
3063,set 20 napkins fairy cakes design,Kitchen & Dining,0.85
3201,set of 6 t-lights snowmen,Home Decor,2.95
3200,set of 6 t-lights santa,Seasonal,2.95
3214,set of 9 heart shaped balloons,Party & Festive,1.25
3027,sandwich bath sponge,"Health, Beauty & Personal Care",1.25
190,apple bath sponge,"Health, Beauty & Personal Care",1.25
3492,strawberry bath sponge,"Health, Beauty & Personal Care",1.25
373,black pirate treasure chest,Home Decor,1.65
3477,star portable table light,Home Decor,2.95
3422,snowflake portable table light,Home Decor,2.95
2605,pink oval jewelled mirror,Apparel & Accessories,5.95
2912,retrospot cigar box matches,Kitchen & Dining,1.25
868,cosy hour giant tube matches,Home Decor,2.55
1803,jazz hearts purse notebook,Apparel & Accessories,0.85
600,candleholder pink hanging heart,Apparel & Accessories,2.95
212,assorted colour mini cases,Kitchen & Dining,7.95
2021,lunch bag spaceboy design,Toys & Games,1.65
2027,lunch bag woodland,Apparel & Accessories,1.65
2017,lunch bag pink polkadot,Apparel & Accessories,1.65
1586,gumball coat rack,Apparel & Accessories,2.55
449,blue new baroque candlestick candle,Home Decor,2.95
2604,pink new baroquecandlestick candle,Apparel & Accessories,2.95
1198,fairy cake flannel assorted colour,Kitchen & Dining,2.55
538,bread bin diner style pink,Kitchen & Dining,16.95
3563,tea time table cloth,Kitchen & Dining,10.65
1724,hot water bottle babushka,"Health, Beauty & Personal Care",4.25
1662,heart ivory trellis small,Home Decor,1.25
2553,pink drawer knob acrylic edwardian,Apparel & Accessories,1.25
1533,green drawer knob acrylic edwardian,Home Decor,1.25
421,blue drawer knob acrylic edwardian,Home Decor,1.25
3081,set 6 football celebration candles,Home Decor,1.25
3183,set of 6 girls celebration candles,Home Decor,1.25
2960,romantic pinks ribbons,Party & Festive,1.25
542,bright blues ribbons,Party & Festive,1.25
744,chocolate box ribbons,Party & Festive,1.25
2449,party invites football,Party & Festive,0.85
2450,party invites jazz hearts,Party & Festive,0.85
2451,party invites spaceman,Party & Festive,0.85
3121,set of 3 butterfly cookie cutters,Kitchen & Dining,1.25
3128,set of 3 heart cookie cutters,Kitchen & Dining,1.25
37,3 piece spaceboy cookie cutter set,Toys & Games,2.1
2364,pack of 72 skull cake cases,Kitchen & Dining,0.55
2362,pack of 60 spaceboy cake cases,Toys & Games,0.55
104,72 sweetheart fairy cake cases,Kitchen & Dining,0.55
2022,lunch bag suki  design,Toys & Games,1.65
2013,lunch bag cars blue,Apparel & Accessories,1.65
2010,lunch bag  black skull.,Apparel & Accessories,1.65
1661,heart ivory trellis large,Home Decor,1.65
3254,set/5 red retrospot lid glass bowls,Kitchen & Dining,2.55
2040,magic drawing slate dinosaur,Toys & Games,0.42
2037,magic drawing slate bake a cake,Toys & Games,0.42
13,12 pencils tall tube skulls,Stationery & Craft,0.85
2787,red  harmonica in box,Home Decor,1.25
438,blue harmonica in box,Home Decor,1.25
3347,skulls  water transfer tattoos,Toys & Games,0.85
2314,pack 3 boxes bird pannetone,Kitchen & Dining,1.95
3116,set of 20 kids cookie cutters,Toys & Games,2.1
1,10 colour spaceboy pen,Toys & Games,0.85
3682,victorian glass hanging t-light,Kitchen & Dining,1.25
3335,single heart zinc t-light holder,Home Decor,0.95
1634,hanging metal star lantern,Home Decor,1.65
3304,silver hanging t-light holder,Home Decor,1.65
1060,doormat red retrospot,Kitchen & Dining,7.95
1051,doormat hearts,Home Decor,7.95
2220,natural slate rectangle chalkboard,Stationery & Craft,1.65
2008,lovebird hanging decoration white,Party & Festive,0.85
2479,pens assorted funny face,Stationery & Craft,0.85
624,card circus parade,Stationery & Craft,0.42
3963,wrap cowboys,Stationery & Craft,0.42
131,airline bag vintage tokyo 78,Apparel & Accessories,4.25
3211,set of 72 retrospot paper  doilies,"Health, Beauty & Personal Care",1.45
2668,plasters in tin skulls,"Health, Beauty & Personal Care",1.65
3358,sleeping cat erasers,Apparel & Accessories,0.21
621,card birthday cowboy,Stationery & Craft,0.42
2316,pack 3 boxes christmas pannetone,Seasonal,1.95
2979,rotating silver angels t-light hldr,"Health, Beauty & Personal Care",2.55
2930,ribbon reel making snowmen,Party & Festive,1.65
76,4 traditional spinning tops,Apparel & Accessories,1.25
250,bag 500g swirly marbles,Toys & Games,1.65
84,5 strand glass necklace crystal,Kitchen & Dining,6.35
3469,squarecushion cover pink union flag,Party & Festive,6.75
3444,spaceboy childrens egg cup,Toys & Games,1.25
710,children's spaceboy mug,Toys & Games,1.65
1234,feltcraft cushion owl,Stationery & Craft,3.75
342,black candelabra t-light holder,Home Decor,2.1
3596,toy tidy dolly girl design,Toys & Games,2.1
3058,set 12 lavender  botanical t-lights,Home Decor,2.95
3669,union jack flag luggage tag,Party & Festive,1.25
2808,red heart luggage tag,Apparel & Accessories,1.25
2806,red glass tassle bag charm,Kitchen & Dining,2.95
825,clear acrylic faceted bangle,Apparel & Accessories,2.95
1065,doormat union jack guns and roses,Home Decor,7.95
3678,vanilla scent candle jewelled box,"Health, Beauty & Personal Care",4.25
1401,full english breakfast plate,Kitchen & Dining,3.75
2039,magic drawing slate circus parade,Toys & Games,0.42
761,christmas hanging heart with bell,Seasonal,1.25
585,cake stand victorian filigree med,Kitchen & Dining,6.75
2387,paisley pattern  stickers,Party & Festive,0.85
1302,flowers  stickers,Party & Festive,0.85
367,black love bird candle,Home Decor,1.25
2459,party time pencil erasers,Party & Festive,0.21
2521,pink b'fly c/cover w bobbles,Apparel & Accessories,5.95
2643,pink union jack  luggage tag,Apparel & Accessories,1.25
92,6 ribbons elegant christmas,Seasonal,1.65
127,aged glass silver t-light holder,Kitchen & Dining,0.65
511,boom box speaker girls,Home Decor,5.95
95,6 ribbons shimmering pinks,Party & Festive,1.65
1823,jumbo bag owls,Apparel & Accessories,1.95
2309,owl doorstop,Apparel & Accessories,4.95
2378,painted metal star with holly bells,Home Decor,1.45
2376,painted metal heart with holly bell,Home Decor,1.45
158,angel decoration stars on dress,Party & Festive,0.42
1832,jumbo bag strawberry,Apparel & Accessories,1.95
3501,strawberry shopper bag,Apparel & Accessories,1.25
2988,round snack boxes set of 4 fruits,Kitchen & Dining,2.95
2989,round snack boxes set of 4 skulls,Kitchen & Dining,2.95
1029,dolly girl lunch box,Toys & Games,1.95
1560,green polkadot plate,Kitchen & Dining,1.69
472,blue polkadot plate,Kitchen & Dining,1.69
2841,red retrospot plate,Kitchen & Dining,1.69
2514,pink  polkadot plate,Kitchen & Dining,1.69
1238,feltcraft doll molly,Toys & Games,2.95
1232,feltcraft christmas fairy,Seasonal,4.25
3130,set of 3 notebooks in parcel,Stationery & Craft,1.65
2850,red retrospot tape,Kitchen & Dining,0.65
870,cosy slipper shoes small  red,Apparel & Accessories,2.95
94,6 ribbons rustic charm,Party & Festive,1.65
3,12 daisy pegs in wood box,Home Decor,1.65
80,5 hook hanger red magic toadstool,Garden & Outdoor,1.65
754,christmas craft tree top angel,Seasonal,2.1
753,christmas craft little friends,Seasonal,2.1
871,cosy slipper shoes small green,Apparel & Accessories,2.95
1239,feltcraft doll rosie,Toys & Games,2.95
1236,feltcraft doll emily,Toys & Games,2.95
1248,feltcraft princess olivia doll,Toys & Games,3.75
2924,rex cash+carry jumbo shopper,Apparel & Accessories,0.95
1235,feltcraft cushion rabbit,Stationery & Craft,3.75
1233,feltcraft cushion butterfly,Stationery & Craft,3.75
3594,tote bag i love london,Apparel & Accessories,2.1
1320,folding umbrella pinkwhite polkadot,Apparel & Accessories,4.95
1319,folding umbrella cream polkadot,"Health, Beauty & Personal Care",4.95
1322,folding umbrella white/red polkadot,Apparel & Accessories,4.95
3048,set 10 lights night owl,Home Decor,6.75
1321,folding umbrella red/white polkadot,Apparel & Accessories,4.95
3019,s/4 valentine decoupage heart box,Seasonal,2.95
3430,soldiers egg cup,Toys & Games,1.25
2835,red retrospot mini cases,Kitchen & Dining,7.95
98,60 cake cases vintage christmas,Seasonal,0.55
2926,ribbon reel christmas sock bauble,Seasonal,1.65
2932,ribbon reel snowy village,Party & Festive,1.65
3117,set of 20 vintage christmas napkins,Seasonal,0.85
3652,turquoise christmas tree,Seasonal,1.25
2864,red star card holder,Stationery & Craft,2.95
3894,wicker wreath small,Home Decor,1.45
125,advent calendar gingham sack,Seasonal,5.95
1231,feltcraft butterfly hearts,Stationery & Craft,1.45
2441,party cone christmas decoration,Seasonal,0.85
3892,wicker star,Home Decor,2.1
3762,vintage snap cards,Toys & Games,0.85
1229,feltcraft 6 flower friends,Stationery & Craft,2.1
319,bird decoration red retrospot,Party & Festive,0.85
760,christmas gingham tree,Seasonal,0.85
759,christmas gingham star,Seasonal,0.85
758,christmas gingham heart,Seasonal,0.85
2332,pack of 12 pink polkadot tissues,"Health, Beauty & Personal Care",0.29
1247,feltcraft princess lola doll,Toys & Games,3.75
2329,pack of 12 london tissues,"Health, Beauty & Personal Care",0.29
2739,purple drawerknob acrylic edwardian,Home Decor,1.25
708,children's apron dolly girl,Toys & Games,2.1
712,childrens apron spaceboy design,Toys & Games,1.95
766,christmas lights 10 santas,Seasonal,8.5
2360,pack of 60 mushroom cake cases,Kitchen & Dining,0.55
97,60 cake cases dolly girl design,Toys & Games,0.55
1602,hand warmer babushka design,"Health, Beauty & Personal Care",2.1
3059,set 12 retro white chalk sticks,Stationery & Craft,0.42
1244,feltcraft hairband red and blue,Apparel & Accessories,0.85
1243,feltcraft hairband pink and purple,Apparel & Accessories,0.85
1245,feltcraft hairbands pink and white,Apparel & Accessories,0.85
3662,tv dinner tray dolly girl,Toys & Games,4.95
2671,plasters in tin vintage paisley,"Health, Beauty & Personal Care",1.65
2669,plasters in tin spaceboy,Toys & Games,1.65
2672,plasters in tin woodland animals,"Health, Beauty & Personal Care",1.65
2045,magic drawing slate spaceboy,Toys & Games,0.42
2042,magic drawing slate go to the fair,Toys & Games,0.42
2041,magic drawing slate dolly girl,Toys & Games,0.42
677,charlie + lola red hot water bottle,"Health, Beauty & Personal Care",2.95
3674,urban black ribbons,Party & Festive,1.25
3202,set of 6 t-lights toadstools,Garden & Outdoor,2.95
2978,rotating leaves t-light holder,Home Decor,1.25
918,cupcake lace paper set 6,Kitchen & Dining,1.95
3605,traditional wooden catch cup game,Toys & Games,1.25
3021,s/6 wooden skittles in cotton bag,Toys & Games,2.95
2814,red metal beach spade,Garden & Outdoor,1.25
534,boys vintage tin seaside bucket,Stationery & Craft,2.55
1451,girls vintage tin seaside bucket,Stationery & Craft,2.55
1579,grey heart hot water bottle,"Health, Beauty & Personal Care",3.75
1863,kings choice tea caddy,Kitchen & Dining,2.95
1860,kings choice biscuit tin,Kitchen & Dining,4.25
2091,metal sign empire tea,Kitchen & Dining,2.95
1214,fawn blue hot water bottle,"Health, Beauty & Personal Care",2.95
2348,pack of 6 birdy gift tags,Stationery & Craft,1.25
668,ceramic strawberry money box,Home Decor,2.55
662,ceramic heart fairy cake money bank,Kitchen & Dining,1.45
664,ceramic pirate chest money bank,Home Decor,1.45
1073,doorstop retrospot heart,Kitchen & Dining,3.75
2907,retrospot babushka doorstop,Kitchen & Dining,3.75
3532,sweetheart wire wall tidy,Home Decor,9.95
2837,red retrospot oven glove,Kitchen & Dining,1.06
2215,namaste swagat incense,"Health, Beauty & Personal Care",0.24
667,ceramic strawberry design mug,Kitchen & Dining,1.25
822,classical rose small vase,Home Decor,1.25
1733,hyacinth bulb t-light candles,Garden & Outdoor,0.42
755,christmas craft white fairy,Seasonal,1.45
867,cosy hour cigar box matches,Home Decor,1.25
2866,red tea towel classic design,"Health, Beauty & Personal Care",1.25
1658,heart filigree dove  small,Home Decor,1.25
2911,retrospot childrens apron,Toys & Games,1.95
849,colouring pencils brown tube,Apparel & Accessories,0.85
67,4 ivory dinner candles silver flock,Home Decor,2.55
4021,zinc metal heart decoration,Party & Festive,1.25
1540,green fern notebook,Stationery & Craft,1.65
456,blue paisley notebook,Stationery & Craft,1.65
790,chrysanthemum notebook,Stationery & Craft,1.65
1903,large chinese style scissor,Stationery & Craft,0.85
3365,small chinese style scissor,Stationery & Craft,0.42
1620,hanging glass etched tealight,Kitchen & Dining,1.65
859,cooking set retrospot,Kitchen & Dining,9.95
1861,kings choice giant tube matches,Home Decor,2.55
2665,place setting white star,Home Decor,0.42
3008,s/15 silver glass baubles in bag,Kitchen & Dining,1.25
1377,french wc sign blue metal,Home Decor,1.25
1203,fairy soap soap holder,"Health, Beauty & Personal Care",1.69
1544,green giant garden thermometer,Garden & Outdoor,5.95
431,blue giant garden thermometer,Garden & Outdoor,5.95
3685,victorian sewing box small,Stationery & Craft,5.95
3684,victorian sewing box medium,Stationery & Craft,7.95
3222,set/10 red polkadot party candles,Party & Festive,1.25
3814,washroom metal sign,"Health, Beauty & Personal Care",1.45
380,black sweetheart bracelet,Apparel & Accessories,4.25
984,diamante hair grip pack/2 black dia,Apparel & Accessories,1.65
350,black diamante expandable ring,Kitchen & Dining,4.25
989,diamante hair grip pack/2 ruby,Apparel & Accessories,1.65
987,diamante hair grip pack/2 montana,Apparel & Accessories,1.65
493,blue sweetheart bracelet,Apparel & Accessories,4.25
2641,pink sweetheart bracelet,Apparel & Accessories,4.25
2752,purple sweetheart bracelet,Apparel & Accessories,4.25
2925,ribbon reel christmas present,Seasonal,1.65
1265,first aid tin,"Health, Beauty & Personal Care",3.25
2057,make your own monsoon card kit,Toys & Games,2.95
2328,pack of 12 hearts design tissues,"Health, Beauty & Personal Care",0.29
1659,heart filigree dove large,Home Decor,1.65
3534,swirly circular rubbers in bag,Apparel & Accessories,0.42
3746,vintage paisley stationery set,Stationery & Craft,2.95
3219,set/10 blue polkadot party candles,Party & Festive,1.25
2933,ribbon reel socks and mittens,Party & Festive,1.65
769,christmas metal tags assorted,Seasonal,0.85
788,christmas tree t-light holder,Seasonal,1.45
3474,star  t-light holder,Home Decor,1.45
1671,heart t-light holder,Home Decor,1.45
2115,mini funky design tapes,Stationery & Craft,0.85
3479,star wooden christmas decoration,Seasonal,0.85
3915,wooden heart christmas scandinavian,Seasonal,0.85
777,christmas retrospot tree wood,Seasonal,0.85
3274,set/9 christmas t-lights scented,Seasonal,1.25
481,blue rose fabric mirror,Home Decor,1.25
3575,three canvas luggage tags,Apparel & Accessories,1.95
2918,retrospot party bag + sticker set,Party & Festive,1.65
2920,retrospot small tube matches,Kitchen & Dining,1.65
58,3d christmas stamps stickers,Seasonal,1.25
52,36 foil heart cake cases,"Health, Beauty & Personal Care",2.1
2358,pack of 6 sweetie gift boxes,Apparel & Accessories,2.55
795,cinammon set of 9 t-lights,Home Decor,0.85
2287,orange scented set/9 t-lights,"Health, Beauty & Personal Care",0.85
2934,ribbon reel stripes design,Party & Festive,1.65
3112,set of 2 tins jardin de provence,Kitchen & Dining,4.95
2058,make your own playtime card kit,Toys & Games,2.95
